Scholarship,12.0,1483644191939
Salary,12.0,1483644202413
Promotion,12.0,1483644204807
Income Other,12.0,1483644207539
Credit Card Payment,-12.0,1483644210854
Food,-12.0,1483644212704
Taxes,-12.0,1483644214516
Rent,-12.0,1483644217224
Bills,-12.0,1483644219224
Education,-12.0,1483644220870
Expense Other,-12.0,1483644228454
Expense Other,-12.0,1483644229416
Salary,12.0,1483644288744
Salary,12.0,1483644288878
Salary,12.0,1483644289012
Salary,12.0,1483644289146
Salary,12.0,1483644289272
Salary,12.0,1483644289422
Salary,12.0,1483644291422
Salary,12.0,1483644291602
Salary,12.0,1483644291760
Salary,12.0,1483644291934
Salary,12.0,1483644292084
Salary,12.0,1483644292226
Salary,12.0,1483644292374
Salary,12.0,1483644292524
Salary,12.0,1483644292690
Salary,12.0,1483644292878
Salary,12.0,1483644293060
Salary,12.0,1483644293232
Salary,12.0,1483644294122
Salary,12.0,1483644294532
Salary,12.0,1483644294910
Salary,12.0,1483644295146
Salary,12.0,1483644295382
Salary,12.0,1483644295738
Salary,12.0,1483644295886
Salary,12.0,1483644296052
Salary,12.0,1483644296226
Salary,12.0,1483644296382
Salary,12.0,1483644296502
Salary,12.0,1483644298668
Salary,12.0,1483644298816
Salary,12.0,1483644298982
Salary,12.0,1483644299140
Salary,12.0,1483644299296
Salary,12.0,1483644299471
Salary,12.0,1483644299628
Salary,12.0,1483644299792
Salary,12.0,1483644299958
Salary,12.0,1483644300092
Salary,12.0,1483644300226
Salary,12.0,1483644300392
Salary,12.0,1483644300556
Salary,12.0,1483644300730
Salary,12.0,1483644300872
Salary,12.0,1483644301030
Salary,12.0,1483644301202
Salary,12.0,1483644301360
Salary,12.0,1483644301511
Salary,12.0,1483644301668
Salary,12.0,1483644301840
Salary,12.0,1483644301998
Salary,12.0,1483644302188
Salary,12.0,1483644302360
Salary,12.0,1483644302526
Salary,12.0,1483644302690
Salary,12.0,1483644302864
Salary,12.0,1483644303014
Salary,12.0,1483644303180
Salary,12.0,1483644303320
Salary,12.0,1483644303462
Salary,12.0,1483644303652
Salary,12.0,1483644303840
Salary,12.0,1483644303998
Salary,12.0,1483644304172
Salary,12.0,1483644304352
Salary,12.0,1483644304510
Salary,12.0,1483644304692
Salary,12.0,1483644304849
Salary,12.0,1483644305046
Salary,12.0,1483644305188
Salary,12.0,1483644305346
Salary,12.0,1483644305542
Salary,12.0,1483644305872
Salary,12.0,1483644306038
Salary,12.0,1483644306212
Salary,12.0,1483644306392
Salary,12.0,1483644306558
Salary,12.0,1483644306716
